year,region,welfare_function,rho,eta,inequality_aversion,sufficiency_threshold,egality_strictness,physical_damage_per_capita,discount_factor,plotted_value,plotted_value_description,welfare_loss_damage_scalar,model_native_welfare_loss_note
2022,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.012135638594454056,1.0,0.012135638594454056,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2023,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.016283559957812534,1.0,0.016283559957812534,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2024,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.020909190385584777,1.0,0.020909190385584777,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2025,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.025850141573998866,1.0,0.025850141573998866,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2026,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.030664200114235617,1.0,0.030664200114235617,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2027,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.03527891270105434,1.0,0.03527891270105434,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2028,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.0396632745887847,1.0,0.0396632745887847,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2029,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.04397508609534186,1.0,0.04397508609534186,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2030,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.04848016463274828,1.0,0.04848016463274828,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2031,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.05301253631440063,1.0,0.05301253631440063,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2032,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.05770233715039882,1.0,0.05770233715039882,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2033,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.06260323192600632,1.0,0.06260323192600632,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2034,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.0679595311356481,1.0,0.0679595311356481,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2035,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.07400034011811389,1.0,0.07400034011811389,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2036,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.08131337607841897,1.0,0.08131337607841897,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2037,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.08905348126261747,1.0,0.08905348126261747,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2038,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.09686706866612829,1.0,0.09686706866612829,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2039,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.10458563157987529,1.0,0.10458563157987529,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2040,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.11215816321816117,1.0,0.11215816321816117,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2041,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.120076174935949,1.0,0.120076174935949,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2042,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.12779963404387254,1.0,0.12779963404387254,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2043,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.13558331756829,1.0,0.13558331756829,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2044,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.1438100062612469,1.0,0.1438100062612469,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2045,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.15274075733236472,1.0,0.15274075733236472,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2046,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.1629112577368572,1.0,0.1629112577368572,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2047,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.17424874471855356,1.0,0.17424874471855356,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2048,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.18662959380863928,1.0,0.18662959380863928,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2049,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.1996335318560387,1.0,0.1996335318560387,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2050,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.2128054957391097,1.0,0.2128054957391097,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2051,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.22604018548244553,1.0,0.22604018548244553,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2052,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.23848230155526576,1.0,0.23848230155526576,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2053,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.2508036003219105,1.0,0.2508036003219105,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2054,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.26348263242933456,1.0,0.26348263242933456,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2055,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.2766042145230404,1.0,0.2766042145230404,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2056,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.2913807019435924,1.0,0.2913807019435924,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2057,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.3075376594612823,1.0,0.3075376594612823,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2058,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.325169634831645,1.0,0.325169634831645,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2059,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.3433658093950431,1.0,0.3433658093950431,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2060,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.36157733574686957,1.0,0.36157733574686957,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2061,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.38113468109222715,1.0,0.38113468109222715,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2062,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.4005835283351891,1.0,0.4005835283351891,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2063,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.4196324366279041,1.0,0.4196324366279041,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2064,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.43886518615230213,1.0,0.43886518615230213,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2065,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.4588257157237435,1.0,0.4588257157237435,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2066,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.48091530018235074,1.0,0.48091530018235074,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2067,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.5042234065221705,1.0,0.5042234065221705,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2068,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.5294607806762823,1.0,0.5294607806762823,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2069,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.5567510292555455,1.0,0.5567510292555455,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2070,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.5850715679378744,1.0,0.5850715679378744,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2071,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.6143582024398916,1.0,0.6143582024398916,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2072,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.6430077581424425,1.0,0.6430077581424425,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2073,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.6711168876668818,1.0,0.6711168876668818,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2074,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.6994809968373565,1.0,0.6994809968373565,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2075,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.7288665804992632,1.0,0.7288665804992632,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2076,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.760093990574929,1.0,0.760093990574929,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2077,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.7921942396888494,1.0,0.7921942396888494,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2078,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.825381700931635,1.0,0.825381700931635,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2079,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.8599920218943793,1.0,0.8599920218943793,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2080,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.8967776130900005,1.0,0.8967776130900005,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2081,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.9369130383562378,1.0,0.9369130383562378,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2082,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,0.9785813671148275,1.0,0.9785813671148275,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2083,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.0207347667745112,1.0,1.0207347667745112,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2084,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.062944496859601,1.0,1.062944496859601,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2085,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.1049047487123935,1.0,1.1049047487123935,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2086,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.148440349043409,1.0,1.148440349043409,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2087,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.1921684398493744,1.0,1.1921684398493744,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2088,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.2361265557045835,1.0,1.2361265557045835,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2089,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.2818135418209011,1.0,1.2818135418209011,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2090,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.3297064190914327,1.0,1.3297064190914327,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2091,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.3819959488590643,1.0,1.3819959488590643,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2092,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.4380214273758567,1.0,1.4380214273758567,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2093,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.4970010179602276,1.0,1.4970010179602276,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2094,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.557665652472928,1.0,1.557665652472928,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2095,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.6178819906372761,1.0,1.6178819906372761,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2096,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.6768685875607827,1.0,1.6768685875607827,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2097,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.7345175466211102,1.0,1.7345175466211102,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2098,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.7922390778551258,1.0,1.7922390778551258,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2099,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.8512716883758353,1.0,1.8512716883758353,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2100,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.9125166141410315,1.0,1.9125166141410315,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2101,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,1.9781379488492985,1.0,1.9781379488492985,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2102,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,2.0482754224730444,1.0,2.0482754224730444,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
2103,rsas / Rest of South Asia,Prioritarian,0.0,1.45,2.0,0.0,0.0,2.1229193253223815,1.0,2.1229193253223815,"physical_damage_per_capita multiplied by JUSTICE welfare_function.calculate_discount_rate; regional time-discounting visibility, not full welfare aggregation",-31116.502585877628,"scalar from welfare_function.calculate_welfare(physical_damage, welfare_loss=True)"
